sample_id,accident_class,operation_csv,transient_report,report_exists,report_line_count,injection_s,injection_event,scram_s,scram_event,hpi_pump_1_s,hpi_pump_1_event,hpi_pump_2_s,hpi_pump_2_event,hpsi_start_s,hpsi_start_event,first_protection_s,first_protection_event,event_parse_ok
FLB_64,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/64.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/64Transient Report.txt,True,40,0.5,Malfunction # 13 Fraction = 64.0 %,197.5,Reactor Scram,196.5,HPI Pump #1 Position Change: 100%,196.5,HPI Pump #2 Position Change: 100%,196.5,HPSI start high RB Press 1.30 bar,196.5,HPI Pump #1 Position Change: 100%,True
FLB_65,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/65.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/65Transient Report.txt,True,42,0.5,Malfunction # 13 Fraction = 65.0 %,196.0,Reactor Scram,195.0,HPI Pump #1 Position Change: 100%,195.0,HPI Pump #2 Position Change: 100%,195.0,HPSI start high RB Press 1.30 bar,195.0,HPI Pump #1 Position Change: 100%,True
FLB_66,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/66.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/66Transient Report.txt,True,42,0.5,Malfunction # 13 Fraction = 66.0 %,195.0,Reactor Scram,194.0,HPI Pump #1 Position Change: 100%,194.0,HPI Pump #2 Position Change: 100%,194.0,HPSI start high RB Press 1.30 bar,194.0,HPI Pump #1 Position Change: 100%,True
FLB_67,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/67.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/67Transient Report.txt,True,42,0.5,Malfunction # 13 Fraction = 67.0 %,193.5,Reactor Scram,192.5,HPI Pump #1 Position Change: 100%,192.5,HPI Pump #2 Position Change: 100%,192.5,HPSI start high RB Press 1.30 bar,192.5,HPI Pump #1 Position Change: 100%,True
FLB_68,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/68.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/68Transient Report.txt,True,38,0.5,Malfunction # 13 Fraction = 68.0 %,192.0,Reactor Scram,191.0,HPI Pump #1 Position Change: 100%,191.0,HPI Pump #2 Position Change: 100%,191.0,HPSI start high RB Press 1.30 bar,191.0,HPI Pump #1 Position Change: 100%,True
FLB_69,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/69.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/69Transient Report.txt,True,36,0.5,Malfunction # 13 Fraction = 69.0 %,191.0,Reactor Scram,190.0,HPI Pump #1 Position Change: 100%,190.0,HPI Pump #2 Position Change: 100%,190.0,HPSI start high RB Press 1.30 bar,190.0,HPI Pump #1 Position Change: 100%,True
FLB_70,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/70.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/70Transient Report.txt,True,34,0.5,Malfunction # 13 Fraction = 70.0 %,190.0,Reactor Scram,189.0,HPI Pump #1 Position Change: 100%,189.0,HPI Pump #2 Position Change: 100%,189.0,HPSI start high RB Press 1.30 bar,189.0,HPI Pump #1 Position Change: 100%,True
FLB_71,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/71.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/71Transient Report.txt,True,34,0.5,Malfunction # 13 Fraction = 71.0 %,188.5,Reactor Scram,187.5,HPI Pump #1 Position Change: 100%,187.5,HPI Pump #2 Position Change: 100%,187.5,HPSI start high RB Press 1.30 bar,187.5,HPI Pump #1 Position Change: 100%,True
FLB_72,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/72.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/72Transient Report.txt,True,35,0.5,Malfunction # 13 Fraction = 72.0 %,187.5,Reactor Scram,186.5,HPI Pump #1 Position Change: 100%,186.5,HPI Pump #2 Position Change: 100%,186.5,HPSI start high RB Press 1.30 bar,186.5,HPI Pump #1 Position Change: 100%,True
FLB_73,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/73.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/73Transient Report.txt,True,35,0.5,Malfunction # 13 Fraction = 73.0 %,186.5,Reactor Scram,185.5,HPI Pump #1 Position Change: 100%,185.5,HPI Pump #2 Position Change: 100%,185.5,HPSI start high RB Press 1.30 bar,185.5,HPI Pump #1 Position Change: 100%,True
FLB_74,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/74.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/74Transient Report.txt,True,115,0.5,Malfunction # 13 Fraction = 74.0 %,185.5,Reactor Scram,184.5,HPI Pump #1 Position Change: 100%,184.5,HPI Pump #2 Position Change: 100%,184.5,HPSI start high RB Press 1.30 bar,184.5,HPI Pump #1 Position Change: 100%,True
FLB_75,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/75.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/75Transient Report.txt,True,115,0.5,Malfunction # 13 Fraction = 75.0 %,184.5,Reactor Scram,183.5,HPI Pump #1 Position Change: 100%,183.5,HPI Pump #2 Position Change: 100%,183.5,HPSI start high RB Press 1.30 bar,183.5,HPI Pump #1 Position Change: 100%,True
FLB_76,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/76.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/76Transient Report.txt,True,50,0.5,Malfunction # 13 Fraction = 76.0 %,183.5,Reactor Scram,182.5,HPI Pump #1 Position Change: 100%,182.5,HPI Pump #2 Position Change: 100%,182.5,HPSI start high RB Press 1.30 bar,182.5,HPI Pump #1 Position Change: 100%,True
FLB_77,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/77.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/77Transient Report.txt,True,50,0.5,Malfunction # 13 Fraction = 77.0 %,182.5,Reactor Scram,181.5,HPI Pump #1 Position Change: 100%,181.5,HPI Pump #2 Position Change: 100%,181.5,HPSI start high RB Press 1.30 bar,181.5,HPI Pump #1 Position Change: 100%,True
FLB_78,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/78.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/78Transient Report.txt,True,46,0.5,Malfunction # 13 Fraction = 78.0 %,181.5,Reactor Scram,180.5,HPI Pump #1 Position Change: 100%,180.5,HPI Pump #2 Position Change: 100%,180.5,HPSI start high RB Press 1.30 bar,180.5,HPI Pump #1 Position Change: 100%,True
FLB_79,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/79.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/79Transient Report.txt,True,44,0.5,Malfunction # 13 Fraction = 79.0 %,180.5,Reactor Scram,179.5,HPI Pump #1 Position Change: 100%,179.5,HPI Pump #2 Position Change: 100%,179.5,HPSI start high RB Press 1.30 bar,179.5,HPI Pump #1 Position Change: 100%,True
FLB_80,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/80.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/80Transient Report.txt,True,41,0.5,Malfunction # 13 Fraction = 80.0 %,179.5,Reactor Scram,178.5,HPI Pump #1 Position Change: 100%,178.5,HPI Pump #2 Position Change: 100%,178.5,HPSI start high RB Press 1.30 bar,178.5,HPI Pump #1 Position Change: 100%,True
FLB_81,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/81.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/81Transient Report.txt,True,42,0.5,Malfunction # 13 Fraction = 81.0 %,178.5,Reactor Scram,177.5,HPI Pump #1 Position Change: 100%,177.5,HPI Pump #2 Position Change: 100%,177.5,HPSI start high RB Press 1.30 bar,177.5,HPI Pump #1 Position Change: 100%,True
FLB_82,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/82.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/82Transient Report.txt,True,38,0.5,Malfunction # 13 Fraction = 82.0 %,177.5,Reactor Scram,176.5,HPI Pump #1 Position Change: 100%,176.5,HPI Pump #2 Position Change: 100%,176.5,HPSI start high RB Press 1.30 bar,176.5,HPI Pump #1 Position Change: 100%,True
FLB_83,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/83.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/83Transient Report.txt,True,34,0.5,Malfunction # 13 Fraction = 83.0 %,177.0,Reactor Scram,176.0,HPI Pump #1 Position Change: 100%,176.0,HPI Pump #2 Position Change: 100%,176.0,HPSI start high RB Press 1.30 bar,176.0,HPI Pump #1 Position Change: 100%,True
FLB_84,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/84.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/84Transient Report.txt,True,34,0.5,Malfunction # 13 Fraction = 84.0 %,176.0,Reactor Scram,175.0,HPI Pump #1 Position Change: 100%,175.0,HPI Pump #2 Position Change: 100%,175.0,HPSI start high RB Press 1.30 bar,175.0,HPI Pump #1 Position Change: 100%,True
FLB_85,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/85.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/85Transient Report.txt,True,32,0.5,Malfunction # 13 Fraction = 85.0 %,175.0,Reactor Scram,174.0,HPI Pump #1 Position Change: 100%,174.0,HPI Pump #2 Position Change: 100%,174.0,HPSI start high RB Press 1.30 bar,174.0,HPI Pump #1 Position Change: 100%,True
FLB_86,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/86.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/86Transient Report.txt,True,28,0.5,Malfunction # 13 Fraction = 86.0 %,174.5,Reactor Scram,173.5,HPI Pump #1 Position Change: 100%,173.5,HPI Pump #2 Position Change: 100%,173.5,HPSI start high RB Press 1.30 bar,173.5,HPI Pump #1 Position Change: 100%,True
FLB_87,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/87.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/87Transient Report.txt,True,28,0.5,Malfunction # 13 Fraction = 87.0 %,173.5,Reactor Scram,172.5,HPI Pump #1 Position Change: 100%,172.5,HPI Pump #2 Position Change: 100%,172.5,HPSI start high RB Press 1.30 bar,172.5,HPI Pump #1 Position Change: 100%,True
FLB_88,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/88.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/88Transient Report.txt,True,26,0.5,Malfunction # 13 Fraction = 88.0 %,173.0,Reactor Scram,172.0,HPI Pump #1 Position Change: 100%,172.0,HPI Pump #2 Position Change: 100%,172.0,HPSI start high RB Press 1.30 bar,172.0,HPI Pump #1 Position Change: 100%,True
FLB_89,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/89.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/89Transient Report.txt,True,24,0.5,Malfunction # 13 Fraction = 89.0 %,172.0,Reactor Scram,171.0,HPI Pump #1 Position Change: 100%,171.0,HPI Pump #2 Position Change: 100%,171.0,HPSI start high RB Press 1.30 bar,171.0,HPI Pump #1 Position Change: 100%,True
FLB_90,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/90.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/90Transient Report.txt,True,22,0.5,Malfunction # 13 Fraction = 90.0 %,171.5,Reactor Scram,170.5,HPI Pump #1 Position Change: 100%,170.5,HPI Pump #2 Position Change: 100%,170.5,HPSI start high RB Press 1.30 bar,170.5,HPI Pump #1 Position Change: 100%,True
FLB_91,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/91.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/91Transient Report.txt,True,21,0.5,Malfunction # 13 Fraction = 91.0 %,170.5,Reactor Scram,169.5,HPI Pump #1 Position Change: 100%,169.5,HPI Pump #2 Position Change: 100%,169.5,HPSI start high RB Press 1.30 bar,169.5,HPI Pump #1 Position Change: 100%,True
FLB_92,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/92.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/92Transient Report.txt,True,21,0.5,Malfunction # 13 Fraction = 92.0 %,170.0,Reactor Scram,169.0,HPI Pump #1 Position Change: 100%,169.0,HPI Pump #2 Position Change: 100%,169.0,HPSI start high RB Press 1.30 bar,169.0,HPI Pump #1 Position Change: 100%,True
FLB_93,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/93.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/93Transient Report.txt,True,21,0.5,Malfunction # 13 Fraction = 93.0 %,169.5,Reactor Scram,168.5,HPI Pump #1 Position Change: 100%,168.5,HPI Pump #2 Position Change: 100%,168.5,HPSI start high RB Press 1.30 bar,168.5,HPI Pump #1 Position Change: 100%,True
FLB_94,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/94.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/94Transient Report.txt,True,20,0.5,Malfunction # 13 Fraction = 94.0 %,168.5,Reactor Scram,167.5,HPI Pump #1 Position Change: 100%,167.5,HPI Pump #2 Position Change: 100%,167.5,HPSI start high RB Press 1.30 bar,167.5,HPI Pump #1 Position Change: 100%,True
FLB_95,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/95.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/95Transient Report.txt,True,19,0.5,Malfunction # 13 Fraction = 95.0 %,168.0,Reactor Scram,167.0,HPI Pump #1 Position Change: 100%,167.0,HPI Pump #2 Position Change: 100%,167.0,HPSI start high RB Press 1.30 bar,167.0,HPI Pump #1 Position Change: 100%,True
FLB_96,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/96.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/96Transient Report.txt,True,19,0.5,Malfunction # 13 Fraction = 96.0 %,167.5,Reactor Scram,166.5,HPI Pump #1 Position Change: 100%,166.5,HPI Pump #2 Position Change: 100%,166.5,HPSI start high RB Press 1.30 bar,166.5,HPI Pump #1 Position Change: 100%,True
FLB_97,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/97.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/97Transient Report.txt,True,19,0.5,Malfunction # 13 Fraction = 97.0 %,167.0,Reactor Scram,166.0,HPI Pump #1 Position Change: 100%,166.0,HPI Pump #2 Position Change: 100%,166.0,HPSI start high RB Press 1.30 bar,166.0,HPI Pump #1 Position Change: 100%,True
FLB_98,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/98.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/98Transient Report.txt,True,19,0.5,Malfunction # 13 Fraction = 98.0 %,166.0,Reactor Scram,165.0,HPI Pump #1 Position Change: 100%,165.0,HPI Pump #2 Position Change: 100%,165.0,HPSI start high RB Press 1.30 bar,165.0,HPI Pump #1 Position Change: 100%,True
FLB_99,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/99.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/99Transient Report.txt,True,19,0.5,Malfunction # 13 Fraction = 99.0 %,165.5,Reactor Scram,164.5,HPI Pump #1 Position Change: 100%,164.5,HPI Pump #2 Position Change: 100%,164.5,HPSI start high RB Press 1.30 bar,164.5,HPI Pump #1 Position Change: 100%,True
FLB_100,FLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/100.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/100Transient Report.txt,True,18,0.5,Malfunction # 13 Fraction = 100.0 %,165.0,Reactor Scram,164.0,HPI Pump #1 Position Change: 100%,164.0,HPI Pump #2 Position Change: 100%,164.0,HPSI start high RB Press 1.30 bar,164.0,HPI Pump #1 Position Change: 100%,True
LACP_1,LACP,data/NuclearPowerPlantAccidentData/Operation_csv_data/LACP/1.csv,data/NuclearPowerPlantAccidentData/NPPAD/LACP/1Transient Report.txt,True,236,0.5,Malfunction # 6 Fraction = 00.0 %,104.5,Reactor Scram,,,,,1167.0,HPSI start low RX Press 118.1 bar,104.5,Reactor Scram,True
LLB_1,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/1.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/1Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 01.0 %,,,,,,,,,,,True
LLB_2,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/2.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/2Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 02.0 %,,,,,,,,,,,True
LLB_3,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/3.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/3Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 03.0 %,,,,,,,,,,,True
LLB_4,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/4.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/4Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 04.0 %,,,,,,,,,,,True
LLB_5,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/5.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/5Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 05.0 %,,,,,,,,,,,True
LLB_6,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/6.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/6Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 06.0 %,,,,,,,,,,,True
LLB_7,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/7.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/7Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 07.0 %,,,,,,,,,,,True
LLB_8,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/8.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/8Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 08.0 %,,,,,,,,,,,True
LLB_9,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/9.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/9Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 09.0 %,,,,,,,,,,,True
LLB_10,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/10.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/10Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 10.0 %,,,,,,,,,,,True
LLB_11,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/11.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/11Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 11.0 %,,,,,,,,,,,True
LLB_12,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/12.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/12Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 12.0 %,,,,,,,,,,,True
LLB_13,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/13.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/13Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 13.0 %,,,,,,,,,,,True
LLB_14,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/14.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/14Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 14.0 %,,,,,,,,,,,True
LLB_15,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/15.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/15Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 15.0 %,,,,,,,,,,,True
LLB_16,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/16.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/16Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 16.0 %,,,,,,,,,,,True
LLB_17,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/17.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/17Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 17.0 %,,,,,,,,,,,True
LLB_18,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/18.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/18Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 18.0 %,,,,,,,,,,,True
LLB_19,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/19.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/19Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 19.0 %,,,,,,,,,,,True
LLB_20,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/20.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/20Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 20.0 %,,,,,,,,,,,True
LLB_21,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/21.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/21Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 21.0 %,,,,,,,,,,,True
LLB_22,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/22.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/22Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 22.0 %,,,,,,,,,,,True
LLB_23,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/23.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/23Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 23.0 %,,,,,,,,,,,True
LLB_24,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/24.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/24Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 24.0 %,,,,,,,,,,,True
LLB_25,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/25.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/25Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 25.0 %,,,,,,,,,,,True
LLB_26,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/26.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/26Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 26.0 %,,,,,,,,,,,True
LLB_27,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/27.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/27Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 27.0 %,,,,,,,,,,,True
LLB_28,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/28.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/28Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 28.0 %,,,,,,,,,,,True
LLB_29,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/29.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/29Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 29.0 %,,,,,,,,,,,True
LLB_30,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/30.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/30Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 30.0 %,,,,,,,,,,,True
LLB_31,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/31.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/31Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 31.0 %,,,,,,,,,,,True
LLB_32,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/32.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/32Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 32.0 %,,,,,,,,,,,True
LLB_33,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/33.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/33Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 33.0 %,,,,,,,,,,,True
LLB_34,LLB,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/34.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/34Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 34.0 %,,,,,,,,,,,True
